type,latitude,longitude,altitude (m),course,slope (%),distance (km),distance_interval (m),name,desc
T,36.827709000,-88.199045000,114.6,340.7,-2.2,202.490,25.05,,
T,36.827936000,-88.199146000,115.5,340.4,3.5,202.517,26.75,,
T,36.828157000,-88.199249000,116.0,339.5,2.0,202.543,26.19,,
T,36.828364000,-88.199364000,116.1,336.0,0.2,202.568,25.16,,
T,36.828595000,-88.199470000,116.0,339.8,-0.2,202.595,27.32,,
T,36.828803000,-88.199608000,116.0,332.0,0.0,202.621,26.16,,
T,36.829022000,-88.199748000,116.0,332.9,-0.2,202.649,27.32,,
T,36.829237000,-88.199890000,116.9,332.1,3.3,202.676,27.01,,
T,36.829450000,-88.200040000,117.3,330.6,1.5,202.703,27.16,,
T,36.829659000,-88.200195000,117.4,329.3,0.6,202.730,27.00,,
T,36.829864000,-88.200355000,117.4,328.0,-0.3,202.757,26.86,,
T,36.830026000,-88.200486000,117.0,327.1,-1.8,202.778,21.44,,
T,36.830267000,-88.200684000,116.6,326.7,-1.3,202.810,32.05,,
T,36.830441000,-88.200831000,116.4,325.9,-0.6,202.834,23.34,,
T,36.830464000,-88.200852000,116.4,323.8,-1.7,202.837,3.17,,
T,36.830660000,-88.201021000,116.6,325.4,0.9,202.863,26.47,,
T,36.830767000,-88.201114000,116.7,325.2,0.6,202.878,14.49,,
T,36.831246000,-88.201530000,116.7,325.2,-0.0,202.943,64.83,,
T,36.831630000,-88.201869000,117.4,324.8,1.4,202.995,52.25,,
T,36.831822000,-88.202033000,117.4,325.6,0.1,203.021,25.85,,
T,36.832018000,-88.202191000,117.3,327.2,-0.4,203.047,25.92,,
T,36.832216000,-88.202347000,115.7,327.8,-6.4,203.073,26.01,,
T,36.832416000,-88.202495000,113.1,329.4,-10.1,203.098,25.82,,
T,36.832436000,-88.202509000,113.0,330.7,-2.8,203.101,2.55,,
T,36.832618000,-88.202640000,114.4,330.1,6.1,203.124,23.33,,
T,36.832823000,-88.202776000,115.1,332.0,2.6,203.150,25.78,,
T,36.833031000,-88.202908000,115.5,333.1,1.7,203.176,25.91,,
T,36.833241000,-88.203031000,115.5,334.9,-0.2,203.202,25.76,,
T,36.833456000,-88.203145000,116.1,337.0,2.3,203.228,25.94,,
T,36.833667000,-88.203255000,117.5,337.4,5.7,203.253,25.39,,
T,36.833895000,-88.203349000,118.9,341.7,5.2,203.280,26.66,,
T,36.834115000,-88.203438000,120.5,342.1,5.9,203.305,25.67,,
T,36.834334000,-88.203517000,121.7,343.9,4.7,203.331,25.30,,
T,36.834438000,-88.203550000,121.5,345.8,-1.1,203.343,11.91,,
T,36.834552000,-88.203588000,121.2,345.1,-2.2,203.356,13.10,,
T,36.834994000,-88.203719000,117.8,346.7,-6.9,203.406,50.42,,
T,36.835406000,-88.203838000,115.5,347.0,-4.7,203.453,46.94,,
T,36.835443000,-88.203847000,115.6,349.0,0.7,203.457,4.18,,
T,36.835671000,-88.203915000,116.4,346.6,3.3,203.483,26.02,,
T,36.835890000,-88.203979000,117.9,346.8,5.8,203.508,24.96,,
T,36.835890000,-88.203979000,117.9,346.8,,203.508,0.00,,
T,36.836127000,-88.204051000,119.2,346.3,4.9,203.535,27.07,,
T,36.836575000,-88.204192000,120.9,345.9,3.4,203.587,51.28,,
T,36.836795000,-88.204270000,121.1,344.2,0.7,203.612,25.39,,
T,36.836853000,-88.204294000,121.1,341.7,0.3,203.619,6.78,,
T,36.837011000,-88.204359000,120.9,341.8,-1.1,203.637,18.47,,
T,36.837223000,-88.204462000,120.5,338.8,-1.8,203.662,25.26,,
T,36.837428000,-88.204584000,120.4,334.5,-0.4,203.688,25.22,,
T,36.837629000,-88.204721000,120.4,331.4,-0.0,203.713,25.43,,
T,36.837824000,-88.204873000,120.8,328.0,1.6,203.739,25.54,,
T,36.838014000,-88.205036000,121.2,325.5,1.8,203.764,25.61,,
T,36.838201000,-88.205205000,121.7,324.1,1.8,203.790,25.65,,
T,36.838387000,-88.205378000,122.9,323.3,4.6,203.816,25.77,,
T,36.838571000,-88.205553000,124.1,322.7,4.5,203.841,25.70,,
T,36.838753000,-88.205732000,125.3,321.8,4.8,203.867,25.75,,
T,36.838935000,-88.205904000,126.0,322.9,2.9,203.893,25.36,,
T,36.839293000,-88.206247000,127.6,322.5,3.1,203.943,50.14,,
T,36.839470000,-88.206419000,128.2,322.1,2.1,203.968,24.92,,
T,36.839647000,-88.206593000,128.7,321.8,2.0,203.993,25.03,,
T,36.839827000,-88.206768000,128.9,322.1,0.8,204.018,25.35,,
T,36.840011000,-88.206936000,129.4,323.8,2.1,204.043,25.33,,
T,36.840194000,-88.207124000,130.2,320.6,3.2,204.070,26.34,,
T,36.840381000,-88.207303000,131.1,322.5,3.4,204.096,26.18,,
T,36.840755000,-88.207667000,134.0,322.1,5.5,204.149,52.70,,
T,36.841315000,-88.208205000,138.1,322.4,5.2,204.227,78.52,,
T,36.841503000,-88.208382000,139.5,323.0,5.1,204.253,26.16,,
T,36.841691000,-88.208557000,141.3,323.3,7.3,204.279,26.06,,
T,36.841876000,-88.208733000,142.8,322.7,5.5,204.305,25.84,,
T,36.842060000,-88.208910000,144.2,322.4,5.5,204.331,25.81,,
T,36.842426000,-88.209257000,146.5,322.8,4.5,204.382,51.07,,
T,36.842607000,-88.209430000,147.1,322.6,2.2,204.407,25.33,,
T,36.842789000,-88.209606000,146.9,322.3,-0.7,204.433,25.58,,
T,36.842971000,-88.209780000,146.7,322.6,-0.7,204.458,25.47,,
T,36.843154000,-88.209958000,146.8,322.1,0.6,204.484,25.78,,
T,36.843334000,-88.210137000,147.2,321.5,1.4,204.510,25.57,,
T,36.843524000,-88.210315000,147.4,323.1,0.7,204.536,26.39,,
T,36.843707000,-88.210492000,147.3,322.3,-0.3,204.562,25.72,,
T,36.843889000,-88.210666000,147.2,322.6,-0.3,204.587,25.47,,
T,36.844245000,-88.211012000,147.3,322.1,0.1,204.637,50.13,,
T,36.844418000,-88.211183000,148.3,321.7,3.9,204.662,24.52,,
T,36.844581000,-88.211363000,149.0,318.5,3.0,204.686,24.19,,
T,36.844638000,-88.211433000,149.2,315.5,2.8,204.695,8.89,,
T,36.844733000,-88.211555000,149.4,314.2,1.1,204.710,15.15,,
T,36.844873000,-88.211757000,149.0,310.9,-1.5,204.734,23.79,,
T,36.845000000,-88.211970000,148.0,306.7,-4.3,204.758,23.65,,
T,36.845114000,-88.212196000,146.8,302.2,-5.2,204.781,23.80,,
T,36.845212000,-88.212437000,145.6,296.9,-4.7,204.805,24.09,,
T,36.845294000,-88.212688000,144.5,292.2,-4.8,204.830,24.17,,
T,36.845317000,-88.212784000,144.1,286.7,-4.2,204.839,8.93,,
T,36.845357000,-88.212948000,143.7,287.0,-2.8,204.854,15.29,,
T,36.845401000,-88.213217000,144.4,281.6,3.1,204.878,24.48,,
T,36.845430000,-88.213489000,144.9,277.6,1.8,204.903,24.47,,
T,36.845449000,-88.213764000,145.3,274.9,1.6,204.927,24.62,,
T,36.845462000,-88.214039000,145.9,273.4,2.5,204.952,24.57,,
T,36.845472000,-88.214315000,146.5,272.6,2.7,204.977,24.64,,
T,36.845484000,-88.214692000,145.5,272.3,-3.2,205.010,33.65,,
T,36.845519000,-88.215725000,144.6,272.4,-0.9,205.103,92.22,,
T,36.845528000,-88.216010000,146.4,272.3,6.9,205.128,25.44,,
T,36.845549000,-88.216573000,147.1,272.7,1.4,205.178,50.27,,
T,36.845561000,-88.217044000,147.1,271.8,0.0,205.220,42.03,,
T,36.845570000,-88.217685000,146.9,271.0,-0.3,205.277,57.18,,
T,36.845570000,-88.218201000,146.3,270.0,-1.3,205.323,46.02,,
T,36.845571000,-88.218520000,146.2,270.2,-0.4,205.352,28.45,,
T,36.845570000,-88.218794000,145.7,269.7,-1.8,205.376,24.44,,
T,36.845570000,-88.219601000,144.0,270.0,-2.4,205.448,71.98,,
T,36.845568000,-88.220345000,145.9,269.8,2.9,205.515,66.36,,
T,36.845564000,-88.221096000,146.0,269.6,0.0,205.582,66.98,,
T,36.845563000,-88.221586000,147.0,269.9,2.4,205.625,43.70,,
T,36.845562000,-88.221744000,147.3,269.5,1.9,205.639,14.09,,
T,36.845561000,-88.221988000,147.8,269.7,2.3,205.661,21.76,,
T,36.845551000,-88.224109000,150.7,269.7,1.5,205.850,189.18,,
T,36.845549000,-88.225548000,150.4,269.9,-0.3,205.979,128.35,,
T,36.845550000,-88.225928000,150.7,270.2,1.1,206.013,33.89,,
T,36.845549000,-88.226457000,150.5,269.9,-0.5,206.060,47.18,,
T,36.845542000,-88.227517000,149.7,269.5,-0.9,206.154,94.55,,
T,36.845542000,-88.227773000,149.7,270.0,0.1,206.177,22.83,,
T,36.845540000,-88.228521000,149.1,269.8,-0.9,206.244,66.72,,
T,36.845538000,-88.228766000,148.5,269.4,-2.6,206.266,21.85,,
T,36.845538000,-88.229482000,147.4,270.0,-1.8,206.330,63.86,,
T,36.845534000,-88.230770000,147.4,269.8,-0.0,206.445,114.88,,
T,36.845535000,-88.230958000,148.0,270.4,3.8,206.461,16.77,,
T,36.845538000,-88.231137000,148.5,271.2,3.2,206.477,15.97,,
T,36.845534000,-88.231657000,149.3,269.4,1.6,206.524,46.38,,
T,36.845532000,-88.232037000,149.5,269.6,0.7,206.558,33.89,,
T,36.845530000,-88.232479000,149.5,269.7,0.0,206.597,39.42,,
T,36.845531000,-88.232652000,149.6,270.4,0.2,206.612,15.43,,
T,36.845531000,-88.232879000,150.0,270.0,2.4,206.633,20.25,,
T,36.845530000,-88.233207000,150.6,269.8,1.9,206.662,29.25,,
T,36.845528000,-88.233573000,150.7,269.6,0.2,206.695,32.64,,
T,36.845528000,-88.234463000,149.8,270.0,-1.1,206.774,79.38,,
T,36.845523000,-88.235386000,149.8,269.6,0.0,206.856,82.33,,
T,36.845523000,-88.235620000,149.4,270.0,-1.9,206.877,20.87,,
T,36.845519000,-88.236136000,148.6,269.4,-1.6,206.923,46.02,,
T,36.845527000,-88.236950000,147.2,270.7,-2.0,206.996,72.61,,
T,36.845532000,-88.237221000,147.2,271.3,0.1,207.020,24.18,,
T,36.845547000,-88.237495000,147.8,273.9,2.3,207.044,24.50,,
T,36.845575000,-88.237766000,148.8,277.4,4.0,207.069,24.37,,
T,36.845600000,-88.237904000,149.2,282.8,3.5,207.081,12.62,,
T,36.845621000,-88.238029000,149.2,281.9,-0.1,207.093,11.39,,
T,36.845682000,-88.238284000,149.0,286.6,-0.8,207.117,23.73,,
T,36.845759000,-88.238534000,148.9,291.1,-0.7,207.140,23.88,,
T,36.845850000,-88.238772000,148.7,295.5,-0.8,207.164,23.51,,
T,36.845957000,-88.239001000,147.9,300.3,-3.1,207.188,23.63,,
T,36.846076000,-88.239218000,146.5,304.4,-6.3,207.211,23.43,,
T,36.846162000,-88.239352000,145.6,308.7,-5.5,207.226,15.29,,
T,36.846208000,-88.239422000,145.4,309.4,-3.0,207.234,8.06,,
T,36.846353000,-88.239620000,143.9,312.5,-6.2,207.258,23.89,,
T,36.846654000,-88.240005000,145.3,314.3,3.0,207.306,47.91,,
T,36.847346000,-88.240869000,150.0,315.0,4.3,207.415,108.79,,
T,36.850508000,-88.244726000,131.0,315.7,-3.9,207.906,491.39,,
T,36.850656000,-88.244942000,130.3,310.6,-2.9,207.932,25.32,,
T,36.850795000,-88.245168000,129.8,307.5,-2.0,207.957,25.38,,
T,36.850921000,-88.245391000,129.6,305.2,-0.9,207.981,24.31,,
T,36.851045000,-88.245641000,129.8,301.8,0.8,208.008,26.20,,
T,36.851152000,-88.245889000,129.6,298.3,-0.5,208.033,25.10,,
T,36.851247000,-88.246143000,129.7,295.1,0.1,208.058,24.99,,
T,36.851331000,-88.246399000,129.3,292.3,-1.6,208.082,24.66,,
T,36.852685000,-88.250924000,140.0,290.5,2.5,208.513,430.62,,
T,36.852756000,-88.251202000,141.4,287.7,5.6,208.539,26.01,,
T,36.852780000,-88.251320000,141.8,284.3,3.3,208.550,10.86,,
T,36.852814000,-88.251484000,142.0,284.5,1.6,208.565,15.10,,
T,36.852845000,-88.251781000,143.0,277.4,3.4,208.592,26.71,,
T,36.852865000,-88.252065000,143.6,275.0,2.3,208.617,25.43,,
T,36.852873000,-88.252355000,143.9,272.0,1.1,208.643,25.88,,
T,36.852872000,-88.252440000,144.1,269.2,3.3,208.650,7.58,,
T,36.852868000,-88.252642000,144.7,268.6,3.5,208.668,18.02,,
T,36.852854000,-88.252927000,146.7,266.5,7.9,208.694,25.46,,
T,36.852656000,-88.255768000,148.2,265.0,0.6,208.948,254.32,,
T,36.852640000,-88.256060000,148.2,266.1,-0.2,208.974,26.10,,
T,36.852627000,-88.256351000,149.9,266.8,6.6,209.000,25.99,,
T,36.852619000,-88.256642000,150.5,268.0,2.3,209.026,25.97,,
T,36.852616000,-88.256928000,151.1,269.2,2.4,209.052,25.51,,
T,36.852617000,-88.257212000,151.8,270.3,2.9,209.077,25.33,,
T,36.852624000,-88.257494000,152.5,271.8,2.5,209.102,25.16,,
T,36.852635000,-88.257725000,152.7,273.4,1.0,209.123,20.64,,
T,36.852662000,-88.258047000,152.7,276.0,0.2,209.152,28.87,,
T,36.852698000,-88.258315000,153.0,279.5,0.9,209.176,24.23,,
T,36.852746000,-88.258582000,153.3,282.7,1.4,209.200,24.40,,
T,36.852802000,-88.258839000,153.5,285.2,0.9,209.224,23.75,,
T,36.852867000,-88.259091000,153.7,287.9,0.6,209.248,23.60,,
T,36.852941000,-88.259335000,153.9,290.8,0.9,209.271,23.26,,
T,36.852965000,-88.259403000,153.8,293.8,-0.4,209.278,6.62,,
T,36.853026000,-88.259573000,153.8,294.2,-0.4,209.294,16.60,,
T,36.853122000,-88.259806000,153.5,297.2,-1.2,209.318,23.35,,
T,36.853229000,-88.260032000,153.4,300.6,-0.4,209.341,23.39,,
T,36.853348000,-88.260255000,153.4,303.7,-0.1,209.365,23.87,,
T,36.853478000,-88.260472000,153.3,306.8,-0.4,209.389,24.14,,
T,36.853580000,-88.260626000,153.2,309.6,-0.5,209.407,17.80,,
T,36.853769000,-88.260890000,152.5,311.8,-2.1,209.438,31.53,,
T,36.853932000,-88.261085000,152.1,316.3,-1.8,209.463,25.09,,
T,36.854106000,-88.261268000,151.3,319.9,-3.2,209.489,25.28,,
T,36.854292000,-88.261442000,150.8,323.2,-1.8,209.515,25.82,,
T,36.854487000,-88.261603000,150.6,326.5,-0.7,209.541,25.97,,
T,36.866142000,-88.269592000,146.1,331.3,-0.3,211.017,1476.64,,
T,36.871495000,-88.273261000,150.1,331.3,0.6,211.695,678.17,,
T,36.874857000,-88.275566000,150.6,331.3,0.1,212.121,425.96,,
T,36.874988000,-88.275655000,150.7,331.5,0.3,212.138,16.56,,
T,36.875384000,-88.275921000,150.6,331.7,-0.2,212.188,49.94,,
T,36.876379000,-88.276603000,149.7,331.3,-0.7,212.314,126.05,,
T,36.876581000,-88.276740000,149.2,331.5,-1.9,212.339,25.53,,
T,36.876782000,-88.276879000,148.8,331.0,-1.3,212.365,25.52,,
T,36.876985000,-88.277017000,148.1,331.5,-2.8,212.391,25.67,,
T,36.877188000,-88.277159000,147.7,330.8,-1.6,212.416,25.84,,
T,36.877598000,-88.277440000,146.8,331.3,-1.6,212.468,51.94,,
T,36.877823000,-88.277596000,146.6,331.0,-1.0,212.497,28.58,,
T,36.878218000,-88.277866000,146.2,331.3,-0.7,212.547,50.01,,
T,36.878633000,-88.278147000,145.4,331.6,-1.5,212.599,52.43,,
T,36.878679000,-88.278179000,145.2,330.9,-3.3,212.605,5.85,,
T,36.879050000,-88.278429000,140.9,331.7,-9.3,212.652,46.82,,
T,36.879114000,-88.278474000,140.5,330.6,-4.4,212.660,8.16,,
T,36.879259000,-88.278572000,140.3,331.6,-1.2,212.679,18.31,,
T,36.879468000,-88.278716000,140.9,331.1,2.2,212.705,26.51,,
T,36.879885000,-88.279007000,142.6,330.8,3.3,212.758,53.05,,
T,36.880090000,-88.279155000,143.2,330.0,2.0,212.784,26.30,,
T,36.880290000,-88.279305000,143.9,329.0,3.0,212.810,25.91,,
T,36.880488000,-88.279458000,144.1,328.3,0.7,212.836,25.86,,
T,36.880683000,-88.279612000,143.6,327.7,-2.1,212.862,25.63,,
T,36.880876000,-88.279769000,143.3,326.9,-1.1,212.887,25.59,,
T,36.881039000,-88.279907000,143.1,325.9,-0.6,212.909,21.88,,
T,36.881067000,-88.279930000,143.2,326.7,1.3,212.913,3.72,,
T,36.881256000,-88.280093000,143.4,325.4,0.8,212.939,25.52,,
T,36.881442000,-88.280261000,143.9,324.2,2.1,212.964,25.50,,
T,36.881626000,-88.280433000,144.5,323.2,2.2,212.990,25.54,,
T,36.881807000,-88.280609000,145.6,322.1,4.5,213.015,25.49,,
T,36.881986000,-88.280787000,146.1,321.5,2.0,213.040,25.42,,
T,36.882161000,-88.280965000,146.8,320.9,2.5,213.066,25.08,,
T,36.882334000,-88.281148000,147.3,319.8,2.4,213.091,25.19,,
T,36.882504000,-88.281332000,147.7,319.1,1.4,213.116,25.00,,
T,36.882670000,-88.281520000,147.8,317.8,0.4,213.141,24.91,,
T,36.882834000,-88.281709000,147.6,317.3,-0.8,213.165,24.80,,
T,36.882995000,-88.281900000,147.4,316.5,-0.8,213.190,24.68,,
T,36.883152000,-88.282092000,147.2,315.6,-0.9,213.215,24.42,,
T,36.883308000,-88.282287000,146.5,315.0,-2.6,213.239,24.53,,
T,36.883461000,-88.282486000,145.5,313.9,-4.2,213.264,24.56,,
T,36.883615000,-88.282688000,144.2,313.6,-5.3,213.288,24.83,,
T,36.883770000,-88.282895000,142.5,313.1,-6.6,213.314,25.23,,
T,36.883926000,-88.283113000,141.5,311.8,-4.0,213.340,26.03,,
T,36.883956000,-88.283157000,141.3,310.4,-3.4,213.345,5.14,,
T,36.884080000,-88.283336000,141.8,310.9,2.4,213.366,21.07,,
T,36.884237000,-88.283568000,143.1,310.2,4.7,213.393,27.04,,
T,36.884392000,-88.283803000,143.8,309.5,2.9,213.420,27.11,,
T,36.884544000,-88.284044000,145.3,308.3,5.2,213.447,27.32,,
T,36.884691000,-88.284286000,146.1,307.2,3.0,213.474,27.05,,
T,36.884734000,-88.284360000,146.3,306.0,2.9,213.483,8.14,,
T,36.884834000,-88.284530000,146.8,306.3,2.5,213.501,18.78,,
T,36.884974000,-88.284775000,147.0,305.5,0.8,213.528,26.80,,
T,36.885110000,-88.285020000,147.0,304.8,0.1,213.555,26.55,,
T,36.885242000,-88.285267000,147.0,303.7,-0.0,213.581,26.45,,
T,36.885370000,-88.285515000,147.1,302.8,0.2,213.607,26.28,,
T,36.885494000,-88.285766000,146.7,301.7,-1.2,213.634,26.27,,
T,36.885615000,-88.286016000,145.9,301.2,-3.3,213.660,26.02,,
T,36.885710000,-88.286221000,144.2,300.1,-7.9,213.681,21.10,,
T,36.885731000,-88.286266000,144.1,300.3,-3.2,213.685,4.64,,
T,36.885959000,-88.286772000,143.7,299.4,-0.8,213.737,51.72,,
T,36.886083000,-88.287051000,143.1,299.1,-2.1,213.766,28.42,,
T,36.886300000,-88.287536000,141.6,299.2,-2.9,213.815,49.49,,
T,36.886384000,-88.287727000,141.9,298.8,1.3,213.835,19.41,,
T,36.886865000,-88.288804000,143.6,299.2,1.6,213.944,109.85,,
T,36.887086000,-88.289303000,144.8,299.0,2.4,213.995,50.80,,
T,36.887757000,-88.290827000,145.7,298.8,0.6,214.150,154.92,,
T,36.888441000,-88.292356000,147.2,299.2,0.9,214.306,156.01,,
T,36.888556000,-88.292615000,147.8,299.0,2.6,214.332,26.38,,
T,36.888671000,-88.292871000,148.3,299.3,1.6,214.359,26.15,,
T,36.888782000,-88.293124000,148.7,298.7,1.5,214.384,25.70,,
T,36.888892000,-88.293371000,149.1,299.1,1.7,214.409,25.18,,
T,36.889100000,-88.293845000,150.0,298.8,2.0,214.458,48.15,,
T,36.889200000,-88.294069000,150.2,299.2,1.0,214.480,22.84,,
T,36.889384000,-88.294486000,150.8,298.9,1.3,214.523,42.41,,
T,36.889469000,-88.294681000,151.1,298.6,1.6,214.543,19.78,,
T,36.889550000,-88.294859000,151.5,299.6,2.1,214.561,18.24,,
T,36.889624000,-88.295027000,151.7,298.8,1.1,214.578,17.08,,
T,36.889657000,-88.295098000,151.8,300.2,1.1,214.585,7.31,,
T,36.889810000,-88.295447000,152.1,298.7,1.1,214.621,35.44,,
T,36.890158000,-88.296227000,152.7,299.2,0.7,214.700,79.53,,
T,36.890326000,-88.296608000,152.7,298.9,-0.1,214.739,38.74,,
T,36.890701000,-88.297466000,152.6,298.7,-0.1,214.826,87.07,,
T,36.890803000,-88.297696000,152.3,299.0,-1.0,214.850,23.42,,
T,36.891017000,-88.298168000,151.8,299.5,-1.1,214.898,48.31,,
T,36.891129000,-88.298410000,151.6,300.1,-1.0,214.923,24.90,,
T,36.891243000,-88.298649000,151.5,300.8,-0.3,214.947,24.78,,
T,36.891359000,-88.298889000,151.6,301.1,0.3,214.972,24.97,,
T,36.891597000,-88.299371000,151.8,301.7,0.4,215.023,50.43,,
T,36.891719000,-88.299611000,151.7,302.4,-0.4,215.048,25.32,,
T,36.891843000,-88.299849000,151.1,303.1,-2.1,215.073,25.29,,
T,36.891968000,-88.300079000,150.6,304.2,-2.1,215.098,24.75,,
T,36.892096000,-88.300305000,150.1,305.3,-2.0,215.123,24.65,,
T,36.892224000,-88.300527000,149.8,305.8,-1.2,215.147,24.36,,
T,36.892354000,-88.300747000,149.6,306.5,-0.8,215.172,24.35,,
T,36.892877000,-88.301622000,149.8,306.8,0.1,215.269,97.22,,
T,36.892887000,-88.301637000,149.8,309.8,1.6,215.271,1.74,,
T,36.893007000,-88.301838000,150.0,306.7,1.0,215.293,22.32,,
T,36.893273000,-88.302273000,150.3,307.4,0.6,215.342,48.73,,
T,36.893544000,-88.302711000,150.7,307.7,0.8,215.391,49.28,,
T,36.893558000,-88.302735000,150.7,306.1,1.0,215.394,2.64,,
T,36.893818000,-88.303156000,151.1,307.7,0.8,215.441,47.34,,
T,36.893954000,-88.303382000,151.1,307.0,0.2,215.466,25.17,,
T,36.894090000,-88.303605000,151.1,307.3,0.0,215.491,24.96,,
T,36.894224000,-88.303830000,151.0,306.7,-0.6,215.516,24.97,,
T,36.894300000,-88.303955000,150.9,307.2,-0.6,215.530,13.97,,
T,36.894360000,-88.304055000,150.8,306.9,-0.8,215.541,11.13,,
T,36.894492000,-88.304286000,150.6,305.5,-0.8,215.566,25.27,,
T,36.894622000,-88.304520000,150.6,304.8,0.1,215.592,25.36,,
T,36.894747000,-88.304762000,150.8,302.9,0.6,215.617,25.65,,
T,36.894868000,-88.305009000,150.9,301.5,0.5,215.643,25.79,,
T,36.894984000,-88.305266000,150.9,299.4,0.0,215.669,26.28,,
T,36.895092000,-88.305527000,151.0,297.4,0.4,215.696,26.17,,
T,36.895194000,-88.305794000,151.2,295.5,0.8,215.722,26.35,,
T,36.895290000,-88.306063000,151.2,294.0,0.0,215.748,26.24,,
T,36.895379000,-88.306333000,151.1,292.4,-0.3,215.774,26.01,,
T,36.895463000,-88.306603000,150.9,291.3,-0.6,215.800,25.81,,
T,36.895542000,-88.306873000,151.0,290.1,0.3,215.826,25.61,,
T,36.895697000,-88.307420000,151.1,289.5,0.2,215.877,51.70,,
T,36.896106000,-88.308848000,150.6,289.7,-0.4,216.012,135.13,,
T,36.896271000,-88.309436000,150.7,289.3,0.3,216.068,55.52,,
T,36.896356000,-88.309736000,150.5,289.5,-0.7,216.096,28.35,,
T,36.896621000,-88.310654000,151.0,289.8,0.5,216.183,86.95,,
T,36.896804000,-88.311267000,151.5,290.5,0.9,216.242,58.29,,
T,36.896900000,-88.311570000,151.9,291.6,1.2,216.271,29.03,,
T,36.896998000,-88.311870000,152.2,292.2,1.3,216.299,28.87,,
T,36.897100000,-88.312167000,152.3,293.2,0.3,216.328,28.79,,
T,36.897206000,-88.312461000,152.2,294.3,-0.5,216.357,28.72,,
T,36.897316000,-88.312751000,152.0,295.4,-0.7,216.386,28.59,,
T,36.897430000,-88.313038000,151.8,296.4,-0.6,216.414,28.54,,
T,36.897547000,-88.313322000,151.7,297.3,-0.3,216.443,28.45,,
T,36.898139000,-88.314702000,151.3,298.2,-0.3,216.582,139.45,,
T,36.898183000,-88.314802000,151.2,298.8,-0.5,216.592,10.16,,
T,36.898259000,-88.314976000,151.0,298.6,-1.4,216.610,17.65,,
T,36.898380000,-88.315248000,150.7,299.1,-1.0,216.638,27.71,,
T,36.898739000,-88.316071000,150.9,298.6,0.2,216.721,83.47,,
T,36.899096000,-88.316897000,150.9,298.4,0.0,216.805,83.60,,
T,36.899216000,-88.317168000,150.9,299.0,-0.2,216.832,27.58,,
T,36.899294000,-88.317347000,150.9,298.6,0.2,216.850,18.15,,
T,36.899334000,-88.317439000,150.8,298.5,-1.2,216.860,9.32,,
T,36.899572000,-88.317969000,150.6,299.3,-0.3,216.914,54.12,,
T,36.899694000,-88.318231000,150.5,300.2,-0.4,216.941,26.99,,
T,36.899818000,-88.318487000,150.4,301.2,-0.4,216.967,26.65,,
T,36.899945000,-88.318741000,150.3,302.0,-0.4,216.994,26.67,,
T,36.900075000,-88.318993000,150.6,302.8,1.0,217.021,26.69,,
T,36.900207000,-88.319239000,150.9,303.9,1.4,217.047,26.37,,
T,36.900341000,-88.319481000,150.8,304.7,-0.7,217.073,26.20,,
T,36.900478000,-88.319718000,150.3,305.9,-1.7,217.099,26.03,,
T,36.900616000,-88.319952000,149.8,306.4,-1.9,217.125,25.87,,
T,36.900755000,-88.320182000,149.7,307.1,-0.6,217.151,25.65,,
T,36.900874000,-88.320379000,149.8,307.1,0.4,217.173,21.97,,
T,36.901040000,-88.320628000,149.9,309.8,0.4,217.202,28.84,,
T,36.901186000,-88.320848000,149.8,309.7,-0.4,217.227,25.44,,
T,36.901335000,-88.321065000,149.7,310.7,-0.2,217.253,25.45,,
T,36.901488000,-88.321279000,149.7,311.8,0.1,217.278,25.54,,
T,36.901643000,-88.321489000,149.7,312.7,-0.2,217.304,25.42,,
T,36.901799000,-88.321697000,149.7,313.2,0.1,217.329,25.36,,
T,36.901956000,-88.321899000,149.6,314.2,-0.4,217.354,25.05,,
T,36.902116000,-88.322099000,149.8,315.0,0.6,217.379,25.16,,
T,36.902257000,-88.322267000,150.1,316.4,1.5,217.401,21.66,,
T,36.902351000,-88.322378000,150.3,316.6,1.5,217.415,14.38,,
T,36.902443000,-88.322487000,150.4,316.5,1.0,217.429,14.09,,
T,36.902778000,-88.322864000,150.0,318.0,-0.8,217.479,50.11,,
T,36.902949000,-88.323047000,150.2,319.4,0.7,217.504,25.02,,
T,36.903120000,-88.323225000,150.5,320.2,1.4,217.529,24.73,,
T,36.903183000,-88.323289000,150.6,320.9,0.7,217.538,9.02,,
T,36.903290000,-88.323397000,150.4,321.1,-1.1,217.553,15.29,,
T,36.903461000,-88.323566000,149.9,321.7,-2.1,217.578,24.23,,
T,36.903630000,-88.323729000,149.7,322.4,-0.9,217.601,23.72,,
T,36.903703000,-88.323796000,149.7,323.7,0.3,217.611,10.06,,
T,36.903797000,-88.323883000,149.9,323.5,1.2,217.624,13.00,,
T,36.903966000,-88.324033000,150.0,324.6,0.4,217.647,23.03,,
T,36.904142000,-88.324186000,149.9,325.2,-0.4,217.671,23.82,,
T,36.904325000,-88.324340000,150.0,326.1,0.3,217.696,24.51,,
T,36.904512000,-88.324494000,149.8,326.6,-0.7,217.721,24.88,,
T,36.904702000,-88.324645000,149.7,327.6,-0.5,217.746,25.01,,
T,36.904895000,-88.324794000,149.7,328.3,0.2,217.771,25.20,,
T,36.905093000,-88.324942000,149.6,329.1,-0.4,217.797,25.63,,
T,36.905292000,-88.325086000,149.5,329.9,-0.6,217.822,25.54,,
