type	latitude	longitude	altitude (ft)	vmg (mph)	course	slope (%)	distance (mi)	distance_interval (ft)	color	opacity	width	scale	sym	name	desc	kml_folder
T	42.578639000	-108.686274000	7744.6		244.8	3.4	24.015	274.36								
T	42.578220000	-108.687004000	7758.7		232.1	5.7	24.062	248.96								
T	42.578003000	-108.687343000	7763.3		229.0	3.8	24.085	120.80								
T	42.574507000	-108.692207000	7884.6		225.7	6.6	24.431	1827.52								
T	42.573468000	-108.693667000	7906.4		226.0	4.0	24.534	545.94								
T	42.572745000	-108.694509000	7938.5		220.6	9.3	24.600	347.67								
T	42.572251000	-108.694986000	7946.0		215.4	3.4	24.642	221.19								
T	42.571297000	-108.695713000	7975.4		209.3	7.3	24.718	399.04								
T	42.568692000	-108.697571000	8042.1		207.7	6.2	24.921	1073.25								
T	42.567886000	-108.698194000	8049.9		209.7	2.3	24.985	338.31								
T	42.567842000	-108.698237000	8050.4		215.7	2.6	24.989	19.78								
T	42.567120000	-108.698948000	8066.5		216.0	4.9	25.050	325.46								
T	42.566980000	-108.699092000	8067.9		217.1	2.3	25.062	64.10								
T	42.566362000	-108.699734000	8081.2		217.4	4.7	25.116	283.97								
T	42.565829000	-108.700359000	8084.0		220.8	1.1	25.165	257.07								
T	42.565310000	-108.701018000	8078.4		223.1	-2.1	25.214	259.41								
T	42.564800000	-108.701697000	8066.8		224.4	-4.5	25.263	260.78								
T	42.564243000	-108.702598000	8048.1		230.0	-5.9	25.323	316.43								
T	42.563662000	-108.703634000	8046.7		232.7	-0.4	25.390	350.34								
T	42.563283000	-108.704347000	8042.8		234.2	-1.7	25.435	236.59								
T	42.562674000	-108.705704000	8021.0		238.6	-5.1	25.516	427.69								
T	42.562283000	-108.706718000	8002.3		242.4	-6.1	25.574	308.12								
T	42.562018000	-108.707469000	7988.7		244.4	-6.1	25.616	224.20								
T	42.560991000	-108.711122000	7960.5		249.1	-2.7	25.816	1052.95								
T	42.560734000	-108.711916000	7933.3		246.3	-11.7	25.860	233.53								
T	42.560462000	-108.712646000	7934.2		243.2	0.4	25.902	220.25								
T	42.560168000	-108.713303000	7928.4		238.7	-2.8	25.941	206.91								
T	42.559851000	-108.713927000	7925.8		235.4	-1.2	25.980	203.99								
T	42.559608000	-108.714369000	7917.2		233.3	-5.8	26.008	148.41								
T	42.559098000	-108.715156000	7924.0		228.7	2.4	26.061	281.97								
