type	latitude	longitude	altitude (ft)	vmg (mph)	course	slope (%)	distance (mi)	distance_interval (ft)	color	opacity	width	scale	sym	name	desc	kml_folder
T	39.018379000	-94.455044000	1026.9		243.9	-1.6	6.762	63.88								
T	39.018150000	-94.456103000	1034.5		254.4	2.4	6.821	312.24								
T	39.018004000	-94.456583000	1029.8		248.6	-3.3	6.849	146.39								
T	39.017989000	-94.456621000	1029.0		243.1	-6.2	6.851	12.10								
T	39.017885000	-94.456835000	1025.4		238.0	-5.1	6.865	71.64								
T	39.017794000	-94.457022000	1024.6		237.9	-1.2	6.877	62.62								
T	39.017662000	-94.457209000	1026.7		227.7	3.0	6.890	71.66								
T	39.017564000	-94.457349000	1029.6		228.0	5.3	6.900	53.45								
T	39.017549000	-94.457370000	1030.1		227.4	6.6	6.902	8.09								
T	39.016666000	-94.458324000	1023.7		220.0	-1.5	6.982	420.61								
T	39.016549000	-94.458436000	1022.4		216.6	-2.5	6.992	53.19								
T	39.015922000	-94.459132000	1022.9		220.8	0.2	7.049	302.10								
T	39.015874000	-94.459185000	1023.6		220.6	3.0	7.053	23.07								
T	39.015690000	-94.459390000	1025.0		220.9	1.5	7.070	88.79								
T	39.015456000	-94.459635000	1026.5		219.1	1.4	7.091	110.05								
T	39.015305000	-94.459794000	1027.7		219.3	1.6	7.104	71.18								
T	39.015131000	-94.459934000	1030.7		212.0	4.1	7.119	74.83								
T	39.014915000	-94.460106000	1033.5		211.7	3.0	7.136	92.62								
T	39.014799000	-94.460177000	1033.5		205.4	0.0	7.145	46.82								
T	39.014678000	-94.460253000	1032.9		206.0	-1.1	7.154	49.08								
T	39.014291000	-94.460491000	1031.6		205.5	-0.9	7.184	156.34								
T	39.014105000	-94.460606000	1034.9		205.7	4.4	7.198	75.22								
T	39.013681000	-94.460851000	1041.2		204.2	3.7	7.230	169.40								
T	39.013646000	-94.460871000	1041.6		203.9	2.5	7.233	13.96								
T	39.013226000	-94.461114000	1041.3		204.2	-0.2	7.265	167.84								
T	39.013002000	-94.461224000	1042.9		200.9	1.8	7.281	87.37								
T	39.012931000	-94.461258000	1043.8		200.4	3.5	7.286	27.61								
T	39.012724000	-94.461335000	1047.2		196.1	4.3	7.301	78.51								
T	39.012627000	-94.461361000	1048.4		191.8	3.2	7.308	36.09								
T	39.012548000	-94.461382000	1049.3		191.7	3.2	7.314	29.39								
T	39.012480000	-94.461391000	1049.4		185.9	0.3	7.318	24.90								
T	39.012396000	-94.461407000	1047.3		188.4	-6.8	7.324	30.93								
T	39.012299000	-94.461427000	1045.0		189.1	-6.4	7.331	35.78								
T	39.012237000	-94.461444000	1043.6		192.0	-6.0	7.335	23.09								
T	39.011955000	-94.461468000	1041.0		183.8	-2.5	7.355	102.94								
T	39.011735000	-94.461486000	1038.7		183.6	-2.9	7.370	80.29								
T	39.011716000	-94.461488000	1038.5		184.7	-2.9	7.371	6.94								
T	39.011458000	-94.461520000	1038.3		185.5	-0.2	7.389	94.41								
T	39.011097000	-94.461567000	1040.0		185.8	1.3	7.414	132.16								
T	39.010955000	-94.461585000	1039.5		185.6	-0.9	7.424	51.97								
T	39.010505000	-94.461640000	1036.4		185.4	-1.9	7.455	164.64								
T	39.010068000	-94.461684000	1042.0		184.5	3.5	7.486	159.66								
T	39.009486000	-94.461742000	1029.0		184.4	-6.1	7.526	212.62								
T	39.009165000	-94.461774000	1017.0		184.4	-10.2	7.548	117.27								
T	39.008749000	-94.461816000	1012.9		184.5	-2.7	7.577	151.99								
T	39.008763000	-94.462615000	1021.1		271.3	3.6	7.620	227.11								
T	39.008769000	-94.462959000	1021.0		271.3	-0.1	7.638	97.78								
T	39.008752000	-94.463190000	1021.1		264.6	0.2	7.651	65.94								
T	39.008701000	-94.463434000	1020.6		254.9	-0.8	7.664	71.78								
T	39.008618000	-94.463758000	1017.2		251.8	-3.5	7.683	96.91								
T	39.008576000	-94.463995000	1018.2		257.2	1.3	7.696	69.06								
T	39.008550000	-94.464145000	1019.4		257.4	2.9	7.704	43.67								
T	39.008545000	-94.464435000	1022.7		268.7	4.0	7.720	82.43								
T	39.008550000	-94.464632000	1024.6		271.9	3.4	7.730	56.01								
T	39.008557000	-94.465025000	1024.7		271.3	0.1	7.752	111.71								
T	39.008560000	-94.465117000	1023.7		272.4	-3.7	7.757	26.17								
T	39.008579000	-94.465677000	1017.0		272.5	-4.2	7.787	159.29								
T	39.008596000	-94.466040000	1013.8		273.4	-3.2	7.806	103.34								
T	39.008598000	-94.466156000	1014.3		271.3	1.5	7.813	32.97								
T	39.008600000	-94.466305000	1016.0		271.0	4.0	7.821	42.35								
T	39.008603000	-94.466523000	1018.5		271.0	4.1	7.832	61.96								
T	39.008607000	-94.466763000	1021.4		271.2	4.2	7.845	68.22								
T	39.008619000	-94.467541000	1023.5		271.1	0.9	7.887	221.13								
T	39.008629000	-94.468077000	1027.0		271.4	2.3	7.916	152.36								
T	39.008629000	-94.468160000	1028.9		270.0	8.3	7.920	23.59								
T	39.008636000	-94.468583000	1039.0		271.2	8.4	7.943	120.23								
T	39.008641000	-94.468869000	1045.4		271.3	7.9	7.959	81.29								
T	39.008641000	-94.468908000	1046.1		270.0	6.0	7.961	11.08								
T	39.008645000	-94.469173000	1049.1		271.1	3.9	7.975	75.32								
T	39.008646000	-94.469239000	1049.0		271.1	-0.1	7.978	18.76								
T	39.008647000	-94.469279000	1049.0		271.8	-0.2	7.981	11.37								
T	39.008648000	-94.469335000	1049.0		271.3	-0.1	7.984	15.92								
T	39.008650000	-94.469528000	1049.8		270.8	1.5	7.994	54.85								
T	39.008652000	-94.469634000	1050.8		271.4	3.4	8.000	30.13								
T	39.008656000	-94.469898000	1053.6		271.1	3.8	8.014	75.04								
T	39.008661000	-94.470197000	1057.0		271.2	3.9	8.030	84.99								
T	39.008665000	-94.470761000	1052.7		270.5	-2.7	8.060	160.28								
T	39.008668000	-94.470829000	1051.9		273.2	-4.5	8.064	19.35								
T	39.008717000	-94.471797000	1040.0		273.7	-4.3	8.116	275.66								
T	39.008740000	-94.472241000	1036.3		273.8	-2.9	8.140	126.45								
T	39.008763000	-94.472734000	1028.7		273.4	-5.4	8.167	140.35								
T	39.008773000	-94.472904000	1024.7		274.3	-8.3	8.176	48.45								
T	39.008814000	-94.473625000	1022.9		274.2	-0.8	8.215	205.43								
T	39.008836000	-94.474016000	1026.0		274.1	2.7	8.236	111.40								
T	39.008889000	-94.474936000	1032.7		274.2	2.6	8.286	262.15								
T	39.008890000	-94.474958000	1033.0		273.3	4.1	8.287	6.26								
T	39.008950000	-94.475582000	1038.4		277.1	3.1	8.321	178.66								
T	39.009324000	-94.477924000	1051.8		281.6	2.0	8.449	679.33								
T	39.009385000	-94.478322000	1056.4		281.2	4.0	8.471	115.26								
T	39.009498000	-94.479174000	1059.8		279.7	1.4	8.518	245.59								
T	39.009530000	-94.479492000	1062.4		277.4	2.8	8.535	91.11								
T	39.009563000	-94.480161000	1058.3		273.6	-2.1	8.571	190.49								
T	39.009582000	-94.480544000	1061.1		273.7	2.6	8.592	109.06								
T	39.009608000	-94.481253000	1068.3		272.7	3.5	8.630	201.70								
